ID	Gene	Control_0	Control_1	Brg1_iko_0	Brg1_iko_1	status	Average_control	Average_Brg1_iKO	log2.fold_change.	test_stat	p_value	q_value	significant
XLOC_004814	Stxbp6	4.97753	3.39679	3.43021	3.85944	OK	4.18716	3.64482	-0.200124	-0.461173	0.5054	0.984994	no
XLOC_016155	Atp6v0a2	20.2545	15.0505	15.4821	15.2506	OK	17.6525	15.3664	-0.200096	-0.685776	0.32525	0.958004	no
XLOC_004045	Stat5b	15.4509	13.1786	12.0665	12.8567	OK	14.3147	12.4616	-0.200015	-0.633328	0.3656	0.965099	no
XLOC_010358	Fads3	4.81372	3.75301	3.84255	3.61559	OK	4.28337	3.72907	-0.199929	-0.406117	0.55865	0.993239	no
XLOC_000137	Nif3l1	31.4293	33.3327	27.7211	28.6628	OK	32.381	28.1919	-0.199864	-0.657557	0.34975	0.962041	no
XLOC_013612	Zzz3	4.45657	4.66476	3.82953	4.11272	OK	4.56066	3.97112	-0.199696	-0.445731	0.5253	0.985633	no
XLOC_004543	Flrt2	3.3097	5.81407	4.4162	3.52823	OK	4.56188	3.97221	-0.199688	-0.566372	0.4221	0.974826	no
XLOC_018791	Cyfip1	28.0796	23.9576	19.8072	25.5056	OK	26.0186	22.6564	-0.199624	-0.619207	0.3849	0.967663	no
XLOC_006850	Ednrb	436.523	376.222	352.915	354.813	OK	406.372	353.864	-0.199609	-0.677988	0.3336	0.959764	no
XLOC_001934	Stxbp5	3.11549	2.6167	2.20449	2.78714	OK	2.8661	2.49581	-0.199578	-0.509102	0.46165	0.984994	no
XLOC_013949	Rprd2	1.26696	1.17027	1.12947	0.99292	OK	1.21861	1.0612	-0.199549	-0.370728	0.5883	0.995528	no
XLOC_012257	Fbxw2	33.2556	30.0713	26.7481	28.3993	OK	31.6635	27.5737	-0.199526	-0.678317	0.3351	0.959784	no
XLOC_005317	Zfp346	5.83279	6.6159	6.15012	4.69091	OK	6.22434	5.42052	-0.19949	-0.507376	0.4713	0.984994	no
XLOC_012134	Arrdc1	3.29821	4.84058	4.95505	2.13269	OK	4.0694	3.54387	-0.199489	-0.306158	0.6698	0.995528	no
XLOC_008999	Uhrf1	32.4371	24.1587	21.5222	27.7667	OK	28.2979	24.6444	-0.199433	-0.665739	0.34525	0.960823	no
XLOC_022672	Neo1	12.611	9.72575	8.91133	10.5417	OK	11.1684	9.7265	-0.199427	-0.673822	0.33555	0.960277	no
XLOC_019471	Arhgap35	30.3027	18.4731	21.457	21.0221	OK	24.3879	21.2396	-0.19941	-0.726688	0.29965	0.95476	no
XLOC_000220	Slc4a3	20.8798	19.0155	17.5309	17.2172	OK	19.9476	17.374	-0.199284	-0.646036	0.35635	0.964224	no
XLOC_009953	Dym	33.9191	26.0506	27.9582	24.2816	OK	29.9848	26.1199	-0.199082	-0.639655	0.3605	0.964898	no
XLOC_012133	Ehmt1	20.5939	21.0791	16.9175	19.3846	OK	20.8365	18.1511	-0.19906	-0.677732	0.3352	0.959784	no
XLOC_010580	Sfxn2	3.77697	5.68637	3.65251	4.59122	OK	4.73167	4.12187	-0.199051	-0.399387	0.5703	0.994662	no
XLOC_016143	Hip1r	69.721	52.7138	51.9729	54.6878	OK	61.2174	53.3304	-0.198985	-0.724266	0.29815	0.95476	no
XLOC_002208	Lmnb2	32.5491	31.4675	26.3139	29.4557	OK	32.0083	27.8848	-0.198968	-0.666631	0.3406	0.960722	no
XLOC_008279	Fbxo45	17.8663	12.9591	12.3939	14.4604	OK	15.4127	13.4271	-0.198966	-0.637471	0.37385	0.966358	no
XLOC_007683	Kmt2d	3.39418	2.58482	2.86663	2.34286	OK	2.9895	2.60475	-0.198761	-0.617219	0.38535	0.967663	no
XLOC_006199	Apex1	168.704	193.285	171.387	144.021	OK	180.994	157.704	-0.198725	-0.602706	0.388	0.967663	no
XLOC_016717	Ep400	6.64875	6.01919	5.41993	5.61932	OK	6.33397	5.51963	-0.198539	-0.648782	0.3558	0.964224	no
XLOC_015230	Osbpl9	6.19667	7.50578	6.18263	5.75871	OK	6.85122	5.97067	-0.198468	-0.296645	0.67125	0.995528	no
XLOC_002540	Fancl	13.6178	12.5326	10.5247	12.2649	OK	13.0752	11.3948	-0.198462	-0.455099	0.5203	0.985633	no
XLOC_017831	Igf2bp3	13.0167	12.8957	11.0561	11.5263	OK	12.9562	11.2912	-0.198441	-0.600676	0.39755	0.969771	no
XLOC_012006	Vapb	7.02848	6.83034	6.22381	5.85408	OK	6.92941	6.03894	-0.198436	-0.604643	0.3861	0.967663	no
XLOC_021183	Smim19	25.6097	31.5642	29.1128	20.7143	OK	28.587	24.9136	-0.198426	-0.333619	0.6388	0.995528	no
XLOC_002721	Jmjd4	5.81586	3.50897	5.09165	3.03526	OK	4.66241	4.06346	-0.198369	-0.499746	0.4824	0.984994	no
XLOC_009542	Sgol1	6.02667	5.49679	4.60029	5.44291	OK	5.76173	5.0216	-0.198355	-0.493929	0.48105	0.984994	no
XLOC_009032	Dlgap1	67.6853	47.7111	48.7446	51.8342	OK	57.6982	50.2894	-0.198271	-0.722957	0.3024	0.95476	no
XLOC_016837	Ccdc92	20.9154	20.1886	16.0187	19.8141	OK	20.552	17.9164	-0.197996	-0.544381	0.4381	0.980284	no
XLOC_019149	Il4ra	1.54991	2.02297	1.68864	1.4263	OK	1.78644	1.55747	-0.197886	-0.343521	0.6291	0.995528	no
XLOC_000011	3110035E14Rik	253.289	200.691	189.257	206.541	OK	226.99	197.899	-0.197863	-0.704205	0.3085	0.95476	no
XLOC_007534	Dnal4	46.5791	43.518	43.117	35.4347	OK	45.0485	39.2758	-0.19784	-0.624441	0.37765	0.966361	no
XLOC_009400	Nfkbil1	13.5558	17.0392	14.8241	11.8504	OK	15.2975	13.3372	-0.197838	-0.368653	0.6026	0.995528	no
XLOC_008089	Cbr3	126.655	125.614	110.126	109.825	OK	126.135	109.975	-0.197786	-0.654524	0.3516	0.962621	no
XLOC_004455	Akap5	1.50356	0.989086	1.13787	1.03557	OK	1.24632	1.08672	-0.197697	-0.34276	0.6224	0.995528	no
XLOC_000069	Cnnm3	15.7488	15.4737	13.8431	13.3835	OK	15.6112	13.6133	-0.197566	-0.648405	0.35695	0.964224	no
XLOC_001615	Palm	71.6625	49.3681	60.5873	44.955	OK	60.5153	52.7711	-0.197551	-0.110224	0.87695	0.997713	no
XLOC_023975	Shroom2	10.6255	8.32643	6.18871	10.3382	OK	9.47595	8.26348	-0.197522	-0.602865	0.39425	0.968332	no
XLOC_006172	Mapk1ip1l	7.72565	7.38997	6.10162	7.08039	OK	7.55781	6.591	-0.19747	-0.546564	0.43855	0.980284	no
XLOC_010074	Nrg2	15.283	16.043	11.9964	15.3237	OK	15.663	13.66	-0.197402	-0.441248	0.53645	0.989553	no
XLOC_015363	Zscan20	1.43922	1.23919	1.42943	0.906656	OK	1.3392	1.16804	-0.197283	-0.305992	0.6622	0.995528	no
XLOC_012248	Ralgps1	6.98265	5.77131	5.52475	5.59948	OK	6.37698	5.56211	-0.197241	-0.502699	0.47145	0.984994	no
XLOC_011407	Agps	3.96859	3.5415	2.83815	3.71277	OK	3.75504	3.27546	-0.197133	-0.517391	0.46325	0.984994	no
XLOC_023493	Sh3kbp1	19.9314	16.201	16.6189	14.9008	OK	18.0662	15.7598	-0.19704	-0.661381	0.33895	0.960722	no
XLOC_008092	Chaf1b	44.4226	37.03	33.1715	37.8856	OK	40.7263	35.5286	-0.196981	-0.634673	0.3656	0.965099	no
XLOC_002677	Rapgef6	5.06007	3.99593	3.43748	4.46286	OK	4.528	3.95017	-0.196959	-0.421102	0.5476	0.990907	no
XLOC_021712	Zfp846	5.93039	4.89704	4.26866	5.17713	OK	5.41372	4.72289	-0.196948	-0.425201	0.53945	0.989952	no
XLOC_016283	Fam220a	15.4495	16.0473	14.4778	13.0006	OK	15.7484	13.7392	-0.196904	-0.498792	0.4799	0.984994	no
XLOC_022303	Exog	16.8229	14.0114	14.0506	12.8499	OK	15.4171	13.4502	-0.196901	-0.610064	0.3833	0.967663	no
XLOC_016119	Fam109a	30.3963	26.1464	31.4653	17.8667	OK	28.2713	24.666	-0.196816	-0.620416	0.38795	0.967663	no
XLOC_005739	Ror2	5.85186	5.07995	5.1764	4.36169	OK	5.46591	4.76905	-0.19676	-0.416631	0.5497	0.991074	no
XLOC_012244	Stxbp1	24.3832	22.2031	21.9477	18.6995	OK	23.2932	20.3236	-0.196748	-0.669186	0.3369	0.96028	no
XLOC_005284	Ippk	5.37207	4.38863	4.2835	4.23361	OK	4.88035	4.25856	-0.19662	-0.405521	0.5551	0.993029	no
XLOC_014271	Aco1	43.0216	41.8701	35.9683	38.1106	OK	42.4458	37.0394	-0.196562	-0.703553	0.3177	0.956293	no
XLOC_004707	Mta1	39.9962	39.1353	37.0784	31.9744	OK	39.5657	34.5264	-0.196551	-0.663115	0.35185	0.962621	no
XLOC_011990	Dok5	21.529	17.5696	18.4804	15.6386	OK	19.5493	17.0595	-0.196539	-0.496247	0.4839	0.984994	no
XLOC_003679	Wrap53	18.6516	16.5986	16.3971	14.3674	OK	17.6251	15.3823	-0.196361	-0.493184	0.4755	0.984994	no
XLOC_010701	Scyl1	57.4527	48.837	48.091	44.6805	OK	53.1448	46.3857	-0.196248	-0.550104	0.43295	0.978934	no
XLOC_003020	Ska2	23.4477	21.7152	21.8161	17.6046	OK	22.5815	19.7104	-0.196185	-0.11967	0.86425	0.997713	no
XLOC_018872	Sh3gl3	198.284	165.013	155.878	161.245	OK	181.649	158.561	-0.196112	-0.721434	0.30545	0.95476	no
XLOC_011536	Arhgap1	67.9631	52.9061	58.2064	47.3031	OK	60.4346	52.7547	-0.196074	-0.719594	0.3094	0.95476	no
XLOC_022638	AY074887	0.794067	0.940301	0.534912	0.979068	OK	0.867184	0.75699	-0.196064	-0.049305	0.9089	0.997713	no
XLOC_006871	Stk24	2.15074	2.65743	2.16532	2.03206	OK	2.40409	2.09869	-0.195999	-0.251608	0.72085	0.995528	no
XLOC_023813	Il1rapl1	2.90896	4.22626	2.68094	3.54807	OK	3.56761	3.11451	-0.195955	-0.33442	0.62895	0.995528	no
XLOC_005406	Mctp1	0.39855	0.253461	0.219557	0.349686	NOTEST	0.326005	0.284621	-0.195852	0	1	1	no
XLOC_008621	Zfp760	1.00003	1.97619	0.767727	1.83069	OK	1.48811	1.29921	-0.195849	-0.322865	0.6506	0.995528	no
XLOC_011696	Ap4e1	1.96926	2.33299	1.61432	2.1418	OK	2.15113	1.87806	-0.195848	-0.418944	0.54895	0.991074	no
XLOC_023241	Gdi1	150.159	143.965	132.405	124.398	OK	147.062	128.401	-0.195766	-0.729404	0.2962	0.95476	no
XLOC_000248	2810459M11Rik	34.3577	39.6314	33.1624	31.4395	OK	36.9945	32.301	-0.195734	-0.673336	0.3399	0.960722	no
XLOC_018170	Kcna6	36.6564	18.2185	24.167	23.748	OK	27.4374	23.9575	-0.19567	-0.688903	0.32965	0.959764	no
XLOC_005193	Tdp2	27.1808	30.8464	23.2616	27.4064	OK	29.0136	25.334	-0.195653	-0.60733	0.38635	0.967663	no
XLOC_004279	Adcy3	38.7737	23.559	25.2301	29.2052	OK	31.1664	27.2177	-0.195447	-0.497661	0.48135	0.984994	no
XLOC_017626	Plekha5	2.88889	3.40717	2.60495	2.89349	OK	3.14803	2.74922	-0.195427	-0.419477	0.54185	0.990017	no
XLOC_017943	Dok1	5.46316	4.75371	4.83252	4.09023	OK	5.10843	4.46137	-0.195393	-0.313413	0.6479	0.995528	no
XLOC_023295	Efnb1	11.9559	12.436	11.56	9.74288	OK	12.196	10.6514	-0.195359	-0.534933	0.44755	0.98086	no
XLOC_016376	Ptpn12	4.12518	4.97669	3.21948	4.72969	OK	4.55093	3.97459	-0.195357	-0.413802	0.5587	0.993239	no
XLOC_019731	Faap24	21.4267	17.0734	17.107	16.5178	OK	19.25	16.8124	-0.195335	-0.501112	0.4791	0.984994	no
XLOC_014418	Rraga	108.772	131.592	88.5258	121.42	OK	120.182	104.973	-0.195207	-0.696859	0.32165	0.957006	no
XLOC_016273	Wipi2	27.0918	24.7727	22.8653	22.4366	OK	25.9323	22.6509	-0.195178	-0.67543	0.34095	0.960722	no
XLOC_009024	Ddx11	12.4989	8.47073	6.38513	11.9315	OK	10.4848	9.15831	-0.195151	-0.549271	0.4397	0.980284	no
XLOC_000605	Sde2	13.1253	15.499	12.5405	12.4633	OK	14.3121	12.5019	-0.195091	-0.564558	0.42665	0.976549	no
XLOC_021391	Zfp330	16.787	20.8911	13.2541	19.6592	OK	18.8391	16.4566	-0.195056	-0.503666	0.4769	0.984994	no
XLOC_000868	Aamp	199.616	185.474	172.756	163.636	OK	192.545	168.196	-0.195049	-0.725085	0.2932	0.954179	no
XLOC_011021	Nmt2	4.46719	5.34881	4.25486	4.31998	OK	4.908	4.28742	-0.195026	-0.498561	0.4739	0.984994	no
XLOC_015280	Ipo13	57.2821	46.2352	46.8436	43.5981	OK	51.7586	45.2208	-0.194812	-0.707987	0.31185	0.95592	no
XLOC_001940	Stx11	1.05726	1.29545	1.17615	0.879402	OK	1.17635	1.02778	-0.194795	-0.180243	0.79465	0.997713	no
XLOC_004041	Rab5c	28.9407	18.7704	23.158	18.5274	OK	23.8555	20.8427	-0.194781	-0.557879	0.4293	0.977515	no
XLOC_010033	Ino80c	17.4269	15.3726	14.2395	14.4198	OK	16.3998	14.3296	-0.194673	-0.541306	0.43915	0.980284	no
XLOC_012626	Mettl15	7.71215	10.8998	6.84265	9.42032	OK	9.30599	8.13148	-0.194641	-0.431068	0.53945	0.989952	no
XLOC_003641	Ncor1	62.9205	68.2931	57.3725	57.2925	OK	65.6068	57.3325	-0.194493	-0.600298	0.39095	0.968332	no
XLOC_005745	4833439L19Rik	205.855	150.073	171.698	139.357	OK	177.964	155.527	-0.194415	-0.70871	0.3156	0.956293	no
XLOC_011360	Cers6	1.12044	1.68178	1.58172	0.867272	OK	1.40111	1.2245	-0.194385	-0.281309	0.68775	0.995528	no
XLOC_005264	Rnf182	4.81747	5.41311	4.01171	4.92963	OK	5.11529	4.47067	-0.194326	-0.423354	0.549	0.991074	no
XLOC_001387	Slc18b1	17.4528	13.8953	15.1064	12.2918	OK	15.6741	13.6991	-0.194297	-0.562718	0.4165	0.974067	no
XLOC_012062	Zgpat	50.5548	52.8798	39.8688	50.5415	OK	51.7173	45.2052	-0.194159	-0.501941	0.4728	0.984994	no
XLOC_010960	9130011E15Rik	5.02428	6.65572	5.50717	4.70248	OK	5.84	5.10483	-0.194107	-0.438708	0.5334	0.989553	no
XLOC_015448	Clic4	38.897	32.2863	31.4807	30.7442	OK	35.5917	31.1125	-0.194048	-0.702079	0.32095	0.957006	no
XLOC_014660	Bsdc1	26.0743	19.839	21.8864	18.2501	OK	22.9567	20.0682	-0.193998	-0.62547	0.377	0.966361	no
XLOC_013264	Hdgf	268.899	254.191	238.51	218.802	OK	261.545	228.656	-0.193883	-0.719635	0.30475	0.95476	no
XLOC_012113	Nebl	3.86788	2.70961	2.70962	3.04075	OK	3.28874	2.87518	-0.193882	-0.344532	0.62195	0.995528	no
XLOC_015855	Wdr19	2.45709	3.79225	1.40904	4.05463	OK	3.12467	2.73183	-0.193834	-0.363105	0.62195	0.995528	no
XLOC_018382	Rnf225	2.23757	0.849159	1.10667	1.59201	OK	1.54336	1.34934	-0.193822	-0.259092	0.7093	0.995528	no
XLOC_009751	Iws1	6.04063	6.28172	5.35203	5.4215	OK	6.16117	5.38676	-0.193786	-0.631676	0.3686	0.965465	no
XLOC_023834	Las1l	28.4752	35.1021	26.3805	29.2091	OK	31.7887	27.7948	-0.193697	-0.643832	0.36455	0.965099	no
XLOC_020382	Mki67	14.3039	11.1216	10.0253	12.2058	OK	12.7127	11.1156	-0.193696	-0.688122	0.32825	0.959764	no
XLOC_014859	Nphp4	2.81373	3.0269	2.28673	2.82027	OK	2.92032	2.5535	-0.193651	-0.358866	0.6071	0.995528	no
XLOC_014056	Tmem167b	21.3352	18.708	18.141	16.8735	OK	20.0216	17.5072	-0.193607	-0.602342	0.39455	0.968332	no
XLOC_000131	Sgol2a	7.81662	7.8006	6.11763	7.53872	OK	7.80861	6.82818	-0.193565	-0.551323	0.4371	0.980198	no
XLOC_000316	Atg4b	22.9396	24.5092	21.3932	20.0982	OK	23.7244	20.7457	-0.193562	-0.641236	0.36135	0.965099	no
XLOC_011123	Otud1	13.9789	12.2182	12.6223	10.286	OK	13.0985	11.4541	-0.193535	-0.47566	0.49225	0.984994	no
XLOC_012398	Ctnnd1	12.2731	12.328	9.18202	12.331	OK	12.3005	10.7565	-0.193513	-0.614227	0.38515	0.967663	no
XLOC_004434	2700049A03Rik	3.67671	6.02159	4.29749	4.18381	OK	4.84915	4.24065	-0.193446	-0.477771	0.50415	0.984994	no
XLOC_022889	Wdr6	75.999	62.8544	59.6506	61.7951	OK	69.4267	60.7229	-0.193252	-0.662785	0.34375	0.960763	no
XLOC_018432	Pglyrp1	1.80843	4.66003	1.64237	4.01557	OK	3.23423	2.82897	-0.193147	-0.155029	0.81705	0.997713	no
XLOC_012262	AI182371	0.0482016	0.636734	0.116589	0.482536	NOTEST	0.342468	0.299562	-0.193111	0	1	1	no
XLOC_023308	Med12	3.1118	3.27585	2.56109	3.02658	OK	3.19382	2.79383	-0.193037	-0.494987	0.47935	0.984994	no
XLOC_004215	BC100451	0.163513	0.463932	0.128824	0.420048	NOTEST	0.313722	0.274436	-0.193018	0	1	1	no
XLOC_017217	Fam221a	1.60522	0.878467	1.29886	0.873958	OK	1.24184	1.08641	-0.192913	-0.185095	0.79215	0.997713	no
XLOC_000598	Cnst	8.01015	5.69778	5.3007	6.69521	OK	6.85397	5.99796	-0.192468	-0.490173	0.4824	0.984994	no
XLOC_008753	Pde9a	14.9553	13.9425	12.4511	12.8393	OK	14.4489	12.6452	-0.192365	-0.485872	0.4951	0.984994	no
XLOC_007834	Tmem191c	55.0205	68.3431	51.2506	56.715	OK	61.6818	53.9828	-0.192345	-0.549638	0.43695	0.980198	no
XLOC_022936	Stt3b	49.9747	46.4394	38.7779	45.6032	OK	48.2071	42.1906	-0.192324	-0.699471	0.31915	0.956293	no
XLOC_006712	Xpo4	4.03781	3.10844	3.30761	2.94743	OK	3.57312	3.12752	-0.192168	-0.381672	0.58435	0.995528	no
XLOC_004184	H3f3b	535.368	597.269	481.272	510.17	OK	566.319	495.721	-0.192085	-0.678302	0.33255	0.959764	no
XLOC_001043	Zc3h11a	26.9012	34.379	25.6264	28.0154	OK	30.6401	26.8209	-0.192062	-0.669421	0.339	0.960722	no
XLOC_007759	Itga5	1.76701	1.57763	1.79463	1.13318	OK	1.67232	1.46391	-0.19203	-0.308351	0.66005	0.995528	no
XLOC_021574	Mbtps1	49.5058	47.0553	38.6056	45.9223	OK	48.2805	42.264	-0.192013	-0.702224	0.32165	0.957006	no
XLOC_020894	Arl2bp	589.117	469.91	488.503	438.572	OK	529.513	463.538	-0.191981	-0.684701	0.3313	0.959764	no
XLOC_003522	Sqstm1	202.032	159.122	174.942	141.229	OK	180.577	158.086	-0.191908	-0.725127	0.3013	0.95476	no
XLOC_020706	Spock3	5.42122	2.59232	3.96293	3.05304	OK	4.00677	3.50799	-0.191796	-0.38577	0.57195	0.994932	no
XLOC_012719	Frmd5	6.51087	5.54673	5.65177	4.90672	OK	6.0288	5.27924	-0.191539	-0.495642	0.47825	0.984994	no
XLOC_011761	Slx4ip	3.81213	2.32339	3.61565	1.75786	OK	3.06776	2.68675	-0.191323	-0.150783	0.85215	0.997713	no
XLOC_018065	Lhfpl4	12.9707	10.6631	10.3437	10.3559	OK	11.8169	10.3498	-0.191251	-0.606986	0.3821	0.967663	no
XLOC_023352	Sh3bgrl	57.9522	54.5791	44.6978	53.8638	OK	56.2656	49.2808	-0.191228	-0.689263	0.3281	0.959764	no
XLOC_015220	Podn	0.58391	0.328551	0.644577	0.154626	NOTEST	0.45623	0.399602	-0.1912	0	1	1	no
XLOC_019908	Mphosph10	21.3568	29.6817	21.7865	22.9201	OK	25.5193	22.3533	-0.191096	-0.549695	0.4384	0.980284	no
XLOC_010060	Cdc23	44.3022	46.3997	40.021	39.4418	OK	45.3509	39.7314	-0.190852	-0.466151	0.51135	0.984994	no
XLOC_022951	Gorasp1	17.6479	14.5945	15.3715	12.878	OK	16.1212	14.1247	-0.190735	-0.468794	0.50995	0.984994	no
XLOC_020594	Alg11	4.75243	5.12348	4.57498	4.07827	OK	4.93796	4.32662	-0.190672	-0.509221	0.467	0.984994	no
XLOC_022245	Pfkfb4	4.86938	2.14752	3.8192	2.32923	OK	3.50845	3.07421	-0.190619	-0.350954	0.61255	0.995528	no
XLOC_014063	Prmt6	29.8554	32.7569	27.5698	27.2939	OK	31.3061	27.4319	-0.190592	-0.586509	0.3993	0.970921	no
XLOC_000639	Angel2	26.3594	26.8281	21.0301	25.5759	OK	26.5938	23.303	-0.190575	-0.628502	0.3721	0.966358	no
XLOC_022713	Snx22	63.7824	71.5127	63.9105	54.6458	OK	67.6476	59.2781	-0.190538	-0.375883	0.59685	0.995528	no
XLOC_011102	Stam	26.9795	20.607	20.5547	21.1488	OK	23.7933	20.8517	-0.190386	-0.651463	0.35025	0.962227	no
XLOC_001063	Nav1	17.2907	11.2044	13.3271	11.6459	OK	14.2476	12.4865	-0.190344	-0.694562	0.3243	0.958004	no
XLOC_021961	Man2c1	25.8938	25.7649	20.7898	24.4846	OK	25.8293	22.6372	-0.190314	-0.619362	0.3782	0.966361	no
XLOC_020974	Cyb5b	52.3727	37.6675	40.6065	38.3113	OK	45.0201	39.4589	-0.190221	-0.693822	0.3223	0.95744	no
XLOC_005749	Gprin1	22.9593	17.0768	17.3125	17.7793	OK	20.0181	17.5459	-0.190168	-0.615228	0.3774	0.966361	no
XLOC_009317	U2af1	18.1695	21.8996	15.3445	19.7769	OK	20.0345	17.5607	-0.190136	-0.347692	0.62465	0.995528	no
XLOC_002032	Smpd2	74.8224	76.7169	66.1616	66.6694	OK	75.7696	66.4155	-0.190099	-0.660333	0.34805	0.960823	no
XLOC_021182	Slc25a15	20.2501	14.8625	14.6272	16.1509	OK	17.5563	15.389	-0.190087	-0.600335	0.392	0.968332	no
XLOC_021214	Fnta	64.6655	75.0633	62.4558	60.0242	OK	69.8644	61.24	-0.190083	-0.673584	0.33675	0.96028	no
XLOC_022152	Cep70	7.97281	11.9064	7.93878	9.48695	OK	9.9396	8.71286	-0.190041	-0.451879	0.52655	0.985953	no
XLOC_006859	Slitrk6	1.32646	0.92745	0.45595	1.51984	OK	1.12695	0.987897	-0.189997	-0.261664	0.7076	0.995528	no
XLOC_001438	Mical1	54.1044	26.7406	37.7492	33.1219	OK	40.4225	35.4355	-0.189962	-0.680235	0.3436	0.960763	no
XLOC_018876	Tmc3	0.0893326	0.0735958	0.0421142	0.100714	NOTEST	0.0814642	0.0714141	-0.189957	0	1	1	no
XLOC_003226	Ddx42	24.5106	23.4302	19.5909	22.4359	OK	23.9704	21.0134	-0.189944	-0.647638	0.3596	0.964728	no
XLOC_004125	Bptf	3.31394	4.31142	3.42493	3.26033	OK	3.81268	3.34263	-0.189822	-0.562845	0.4257	0.976549	no
XLOC_012309	Arl5a	13.4365	10.4487	8.74045	12.2001	OK	11.9426	10.4703	-0.189816	-0.624828	0.37335	0.966358	no
XLOC_015778	Rnf4	75.3578	59.4732	61.1595	57.0543	OK	67.4155	59.1069	-0.189752	-0.698892	0.31925	0.956293	no
XLOC_006587	Gmfb	52.0578	41.2216	39.6278	42.1597	OK	46.6397	40.8938	-0.189677	-0.695969	0.3216	0.957006	no
XLOC_013663	Pde7a	6.57526	6.63116	5.40048	6.17951	OK	6.60321	5.79	-0.189605	-0.558606	0.42215	0.974826	no
XLOC_012593	Api5	45.3835	35.6829	32.8052	38.2783	OK	40.5332	35.5418	-0.18959	-0.683729	0.33035	0.959764	no
XLOC_006742	Fdft1	52.7513	43.726	41.3472	43.2516	OK	48.2386	42.2994	-0.189552	-0.265106	0.7061	0.995528	no
XLOC_015814	Cpeb2	5.59821	5.652	4.08522	5.77996	OK	5.62511	4.93259	-0.189535	-0.508365	0.4723	0.984994	no
XLOC_009084	Cript	74.7016	81.4426	71.1782	65.7461	OK	78.0721	68.4622	-0.189499	-0.642775	0.35455	0.964224	no
XLOC_018820	Lysmd4	8.85781	7.41168	8.43103	5.8363	OK	8.13474	7.13367	-0.189453	-0.476007	0.50345	0.984994	no
XLOC_016299	Cpsf4	45.4341	44.466	35.0022	43.8421	OK	44.95	39.4222	-0.189314	-0.571424	0.41875	0.974067	no
XLOC_021458	Bbs2	4.19174	5.63538	4.76606	3.85266	OK	4.91356	4.30936	-0.189296	-0.350652	0.6112	0.995528	no
XLOC_017724	Zfp800	4.57472	6.00008	4.29066	4.98392	OK	5.2874	4.63729	-0.189277	-0.440835	0.53055	0.988498	no
XLOC_018075	Atp2b2	5.29597	6.08521	4.35836	5.62355	OK	5.69059	4.99096	-0.189262	-0.524282	0.4589	0.984994	no
XLOC_009092	Ppp1r21	21.0304	24.971	20.5304	19.8171	OK	23.0007	20.1737	-0.189201	-0.614419	0.3805	0.967343	no
XLOC_011274	Cntrl	8.65254	9.87927	7.37012	8.88549	OK	9.26591	8.12781	-0.189066	-0.441073	0.5359	0.989553	no
XLOC_010062	Cdc25c	29.8663	33.4358	23.1103	32.4171	OK	31.651	27.7637	-0.189053	-0.598075	0.39375	0.968332	no
XLOC_014757	Akr7a5	64.9531	63.1413	57.9796	54.3884	OK	64.0472	56.184	-0.188977	-0.630531	0.36545	0.965099	no
XLOC_022014	Dpp8	9.75974	10.779	7.6504	10.367	OK	10.2694	9.00872	-0.188954	-0.591541	0.40565	0.972571	no
XLOC_002493	Dbnl	112.539	93.3063	95.2182	85.3618	OK	102.923	90.29	-0.188925	-0.689469	0.32295	0.957873	no
XLOC_004236	Faap100	15.3644	19.6851	18.2085	12.5392	OK	17.5248	15.3738	-0.188919	-0.576844	0.41475	0.973804	no
XLOC_021078	Gas8	26.503	28.2297	25.5085	22.5088	OK	27.3664	24.0086	-0.188851	-0.49831	0.47365	0.984994	no
XLOC_013595	Ddah1	245.949	217.065	212.072	194.191	OK	231.507	203.131	-0.188644	-0.684752	0.32795	0.959764	no
XLOC_004142	Abca6	2.10872	1.95225	2.1691	1.39412	OK	2.03049	1.78161	-0.188642	-0.206441	0.7625	0.997713	no
XLOC_023999	Yy2	1.61909	1.83781	1.9755	1.05848	OK	1.72845	1.51699	-0.188268	-0.23167	0.7338	0.995528	no
XLOC_001255	Hnrnpu	358.081	359.859	289.538	340.688	OK	358.97	315.113	-0.187995	-0.672472	0.3344	0.959784	no
XLOC_006630	Ndrg2	212.56	190.605	176.94	176.977	OK	201.583	176.959	-0.187959	-0.699479	0.3102	0.955571	no
XLOC_015057	Grin3a	30.485	19.6555	23.0064	21.0102	OK	25.0702	22.0083	-0.187929	-0.688985	0.3301	0.959764	no
XLOC_010610	Vti1a	11.8542	10.0354	9.94294	9.27318	OK	10.9448	9.60806	-0.187929	-0.559588	0.432	0.978411	no
XLOC_019652	Spred3	5.04616	2.6975	4.08305	2.71502	OK	3.87183	3.39903	-0.187891	-0.409728	0.5634	0.993723	no
XLOC_023461	Fam120c	5.56251	4.21683	4.22739	4.35779	OK	4.88967	4.29259	-0.187888	-0.548362	0.4397	0.980284	no
XLOC_012572	Dgkz	31.6006	28.7423	26.4992	26.4756	OK	30.1715	26.4874	-0.187877	-0.640992	0.36605	0.965099	no
XLOC_008164	Ube2v2	3.19473	2.66489	2.10944	3.03496	OK	2.92981	2.5722	-0.187805	-0.425136	0.54605	0.990369	no
XLOC_004405	Pnn	36.4756	49.928	38.7755	37.0841	OK	43.2018	37.9298	-0.18776	-0.665538	0.3363	0.96028	no
